# https://cds.cern.ch/record/2671035/plots#2
# Run 1+2 combined (black line)

# http://cms-results.web.cern.ch/cms-results/public-results/publications/HIG-17-023/CMS-HIG-17-023_Figure_009-b.png
# Combined 7+8+13 TeV (black line)

# Added
# Convolved with 10% theory error
# Subtracted minimum

# BR(h -> inv) -2 delta log-likelihood

0.0 2.1301567920672593
0.001001001001001001 2.0964433935570947
0.002002002002002002 2.0623981748708444
0.003003003003003003 2.0194201460129717
0.004004004004004004 1.9812402004453473
0.005005005005005005 1.9418377129385378
0.006006006006006006 1.901155715896778
0.007007007007007007 1.8591893753939799
0.008008008008008008 1.8159352200990821
0.009009009009009009 1.7714077714329648
0.01001001001001001 1.725740155058545
0.011011011011011011 1.6794182992963864
0.012012012012012012 1.6331445545520806
0.013013013013013013 1.5874454883603815
0.014014014014014014 1.5426251484977531
0.015015015015015015 1.4988935990832915
0.016016016016016016 1.4563248581294528
0.017017017017017015 1.4148006763397603
0.018018018018018018 1.374106369067815
0.01901901901901902 1.3340730797533338
0.02002002002002002 1.2946534787409112
0.02102102102102102 1.255924896988621
0.022022022022022022 1.2180528731968268
0.023023023023023025 1.1812288841521574
0.024024024024024024 1.1455963773688649
0.025025025025025023 1.111190403503268
0.026026026026026026 1.0779135914131825
0.02702702702702703 1.0455543394308136
0.028028028028028028 1.0138387056021188
0.029029029029029027 0.9824953958252932
0.03003003003003003 0.9513120048923542
0.031031031031031032 0.9201673903646982
0.03203203203203203 0.8890431381715634
0.03303303303303303 0.8579671703782085
0.03403403403403403 0.8270575765592857
0.035035035035035036 0.7964148398412322
0.036036036036036036 0.7661343720174526
0.037037037037037035 0.7362847141954784
0.03803803803803804 0.7069062146622939
0.03903903903903904 0.6780172930641946
0.04004004004004004 0.649625878796582
0.04104104104104104 0.621740213601506
0.04204204204204204 0.594376784682251
0.043043043043043044 0.5675637491026577
0.044044044044044044 0.5413399745895315
0.04504504504504504 0.5157507896050861
0.04604604604604605 0.49084201335491073
0.04704704704704705 0.4666539249856717
0.04804804804804805 0.4432157016233904
0.04904904904904905 0.4205421871388415
0.050050050050050046 0.398631861378313
0.05105105105105105 0.3774675452633289
0.05205205205205205 0.3570178403024404
0.05305305305305305 0.3372417696824192
0.05405405405405406 0.31809204922893
0.055055055055055056 0.29952024363947183
0.056056056056056056 0.2814813268287467
0.057057057057057055 0.26393663950510704
0.058058058058058054 0.24685721527355056
0.05905905905905906 0.2302251808028589
0.06006006006006006 0.21403388558017175
0.06106106106106106 0.19828688963892815
0.062062062062062065 0.1829976409498019
