0.0005  2.56047e+72
0.000605313  2.5587e+72
0.000732809  2.55867e+72
0.000887158  2.55964e+72
0.00107402  2.56607e+72
0.00130023  2.56119e+72
0.0015741  2.55877e+72
0.00190565  2.56567e+72
0.00230703  2.55885e+72
0.00279295  2.5648e+72
0.00338122  2.55901e+72
0.00409339  2.56555e+72
0.00495557  2.56398e+72
0.00599935  2.55919e+72
0.00726297  2.56235e+72
0.00879275  2.56028e+72
0.0106447  2.56233e+72
0.0128868  2.56273e+72
0.0156011  2.56574e+72
0.0188871  2.56605e+72
0.0228653  2.56326e+72
0.0276813  2.56243e+72
0.0335117  2.55757e+72
0.0405702  2.55801e+72
0.0491153  2.56217e+72
0.0594604  2.56133e+72
0.0719843  2.56325e+72
0.0871461  2.56499e+72
0.105501  2.56627e+72
0.127723  2.56595e+72
0.154625  2.56549e+72
0.187193  2.56102e+72
0.226621  2.56739e+72
0.274353  2.56546e+72
0.332139  2.56338e+72
0.402097  2.56298e+72
0.486789  2.56395e+72
0.58932  2.56406e+72
0.713446  2.56184e+72
0.863717  2.56188e+72
1.04564  2.56004e+72
1.26588  2.56329e+72
1.53251  2.56365e+72
1.85529  2.565e+72
2.24607  2.56409e+72
2.71915  2.56422e+72
3.29188  2.55889e+72
3.98524  2.56532e+72
4.82463  2.55731e+72
5.84083  2.55731e+72
7.07107  2.56238e+72
8.56042  2.55002e+72
10.3635  2.54778e+72
12.5463  2.54285e+72
15.1889  2.53298e+72
18.3881  2.51541e+72
22.2611  2.49802e+72
26.9499  2.47092e+72
32.6263  2.42748e+72
39.4982  2.36623e+72
47.8176  2.28383e+72
57.8893  2.16956e+72
70.0823  2.00803e+72
84.8436  1.80265e+72
102.714  1.53551e+72
124.348  1.21309e+72
150.539  8.49639e+71
182.247  4.96747e+71
220.633  2.30213e+71
267.104  1.11064e+71
323.364  8.56105e+70
391.473  7.00558e+70
473.927  5.68962e+70
573.749  4.53779e+70
694.596  3.52928e+70
840.896  2.66032e+70
1018.01  1.93134e+70
1232.43  1.34134e+70
1492.02  8.84509e+69
1806.27  5.49021e+69
2186.72  3.1762e+69
2647.31  1.69294e+69
3204.9  8.20184e+68
3879.94  3.55425e+68
4697.16  1.3519e+68
5686.51  4.41194e+67
6884.24  1.20227e+67
8334.24  2.64813e+66
10089.7  4.53187e+65
12214.8  5.74612e+64
14787.6  5.09662e+63
17902.2  2.94886e+62
21672.9  1.02279e+61
26237.8  1.91977e+59
31764.2  1.7219e+57
38454.6  6.34897e+54
46554.2  8.01586e+51
56359.8  2.77727e+48
68230.6  2.01978e+44
82601.8  2.2285e+39
100000  2.51973e+33
