#m_a [GeV]  T_R [GeV]  Omega h^2
3.020e-01  5.248e-03  8.984e-19  
3.311e-01  5.248e-03  4.772e-21  
3.631e-01  5.248e-03  1.484e-23  
3.981e-01  5.248e-03  2.569e-26  
4.365e-01  5.248e-03  2.336e-29  
4.786e-01  5.248e-03  1.049e-32  
5.248e-01  5.248e-03  2.174e-36  
5.754e-01  5.248e-03  1.928e-40  
6.310e-01  5.248e-03  6.743e-45  
6.918e-01  5.248e-03  8.502e-50  
7.586e-01  5.248e-03  3.502e-55  
8.318e-01  5.248e-03  4.231e-61  
9.120e-01  5.248e-03  1.331e-67  
1.000e+00  5.248e-03  9.585e-75  
1.000e-04  5.754e-03  3.197e+00  
1.096e-04  5.754e-03  3.503e+00  
1.202e-04  5.754e-03  3.838e+00  
1.318e-04  5.754e-03  4.204e+00  
1.445e-04  5.754e-03  4.604e+00  
1.585e-04  5.754e-03  5.042e+00  
1.738e-04  5.754e-03  5.521e+00  
1.905e-04  5.754e-03  6.044e+00  
2.089e-04  5.754e-03  6.615e+00  
2.291e-04  5.754e-03  7.238e+00  
2.512e-04  5.754e-03  7.918e+00  
2.754e-04  5.754e-03  8.660e+00  
3.020e-04  5.754e-03  9.468e+00  
3.311e-04  5.754e-03  1.035e+01  
3.631e-04  5.754e-03  1.131e+01  
3.981e-04  5.754e-03  1.235e+01  
4.365e-04  5.754e-03  1.349e+01  
4.786e-04  5.754e-03  1.472e+01  
5.248e-04  5.754e-03  1.606e+01  
5.754e-04  5.754e-03  1.751e+01  
6.310e-04  5.754e-03  1.908e+01  
6.918e-04  5.754e-03  2.078e+01  
7.586e-04  5.754e-03  2.262e+01  
8.318e-04  5.754e-03  2.461e+01  
9.120e-04  5.754e-03  2.675e+01  
1.000e-03  5.754e-03  2.905e+01  
1.096e-03  5.754e-03  3.153e+01  
1.202e-03  5.754e-03  3.418e+01  
1.318e-03  5.754e-03  3.701e+01  
1.445e-03  5.754e-03  4.004e+01  
1.585e-03  5.754e-03  4.325e+01  
1.738e-03  5.754e-03  4.667e+01  
1.905e-03  5.754e-03  5.027e+01  
2.089e-03  5.754e-03  5.406e+01  
2.291e-03  5.754e-03  5.803e+01  
2.512e-03  5.754e-03  6.217e+01  
2.754e-03  5.754e-03  6.645e+01  
3.020e-03  5.754e-03  7.084e+01  
3.311e-03  5.754e-03  7.532e+01  
3.631e-03  5.754e-03  7.985e+01  
3.981e-03  5.754e-03  8.436e+01  
4.365e-03  5.754e-03  8.880e+01  
4.786e-03  5.754e-03  9.309e+01  
5.248e-03  5.754e-03  9.715e+01  
5.754e-03  5.754e-03  1.009e+02  
6.310e-03  5.754e-03  1.042e+02  
6.918e-03  5.754e-03  1.070e+02  
7.586e-03  5.754e-03  1.090e+02  
8.318e-03  5.754e-03  1.104e+02  
9.120e-03  5.754e-03  1.108e+02  
1.000e-02  5.754e-03  1.101e+02  
1.096e-02  5.754e-03  1.084e+02  
1.202e-02  5.754e-03  1.055e+02  
1.318e-02  5.754e-03  1.014e+02  
1.445e-02  5.754e-03  9.611e+01  
1.585e-02  5.754e-03  8.967e+01  
1.738e-02  5.754e-03  8.221e+01  
1.905e-02  5.754e-03  7.392e+01  
2.089e-02  5.754e-03  6.504e+01  
2.291e-02  5.754e-03  5.584e+01  
2.512e-02  5.754e-03  4.666e+01  
2.754e-02  5.754e-03  3.783e+01  
3.020e-02  5.754e-03  2.964e+01  
3.311e-02  5.754e-03  2.236e+01  
3.631e-02  5.754e-03  1.617e+01  
3.981e-02  5.754e-03  1.116e+01  
4.365e-02  5.754e-03  7.303e+00  
4.786e-02  5.754e-03  4.508e+00  
5.248e-02  5.754e-03  2.609e+00  
5.754e-02  5.754e-03  1.405e+00  
6.310e-02  5.754e-03  6.982e-01  
6.918e-02  5.754e-03  3.177e-01  
7.586e-02  5.754e-03  1.312e-01  
8.318e-02  5.754e-03  4.862e-02  
9.120e-02  5.754e-03  1.600e-02  
1.000e-01  5.754e-03  4.620e-03  
1.096e-01  5.754e-03  1.158e-03  
1.202e-01  5.754e-03  2.505e-04  
1.318e-01  5.754e-03  4.866e-05  
1.445e-01  5.754e-03  8.400e-06  
1.585e-01  5.754e-03  1.007e-06  
1.738e-01  5.754e-03  9.580e-08  
1.905e-01  5.754e-03  7.061e-09  
2.089e-01  5.754e-03  3.936e-10  
2.291e-01  5.754e-03  1.614e-11  
2.512e-01  5.754e-03  4.727e-13  
2.754e-01  5.754e-03  9.566e-15  
3.020e-01  5.754e-03  1.291e-16  
3.311e-01  5.754e-03  1.117e-18  
3.631e-01  5.754e-03  5.933e-21  
3.981e-01  5.754e-03  1.846e-23  
4.365e-01  5.754e-03  3.195e-26  
4.786e-01  5.754e-03  2.906e-29  
5.248e-01  5.754e-03  1.306e-32  
5.754e-01  5.754e-03  2.705e-36  
6.310e-01  5.754e-03  2.399e-40  
6.918e-01  5.754e-03  8.394e-45  
7.586e-01  5.754e-03  1.059e-49  
8.318e-01  5.754e-03  4.361e-55  
9.120e-01  5.754e-03  5.269e-61  
1.000e+00  5.754e-03  1.658e-67  
1.000e-04  6.310e-03  3.515e+00  
1.096e-04  6.310e-03  3.851e+00  
1.202e-04  6.310e-03  4.220e+00  
1.318e-04  6.310e-03  4.623e+00  
1.445e-04  6.310e-03  5.064e+00  
1.585e-04  6.310e-03  5.546e+00  
1.738e-04  6.310e-03  6.073e+00  
1.905e-04  6.310e-03  6.649e+00  
2.089e-04  6.310e-03  7.279e+00  
2.291e-04  6.310e-03  7.966e+00  
2.512e-04  6.310e-03  8.716e+00  
2.754e-04  6.310e-03  9.535e+00  
3.020e-04  6.310e-03  1.043e+01  
3.311e-04  6.310e-03  1.140e+01  
3.631e-04  6.310e-03  1.246e+01  
3.981e-04  6.310e-03  1.362e+01  
4.365e-04  6.310e-03  1.487e+01  
4.786e-04  6.310e-03  1.624e+01  
5.248e-04  6.310e-03  1.772e+01  
5.754e-04  6.310e-03  1.934e+01  
6.310e-04  6.310e-03  2.108e+01  
6.918e-04  6.310e-03  2.298e+01  
7.586e-04  6.310e-03  2.503e+01  
8.318e-04  6.310e-03  2.725e+01  
9.120e-04  6.310e-03  2.964e+01  
1.000e-03  6.310e-03  3.222e+01  
1.096e-03  6.310e-03  3.500e+01  
1.202e-03  6.310e-03  3.798e+01  
1.318e-03  6.310e-03  4.118e+01  
1.445e-03  6.310e-03  4.460e+01  
1.585e-03  6.310e-03  4.825e+01  
1.738e-03  6.310e-03  5.213e+01  
1.905e-03  6.310e-03  5.625e+01  
2.089e-03  6.310e-03  6.061e+01  
2.291e-03  6.310e-03  6.519e+01  
2.512e-03  6.310e-03  6.998e+01  
2.754e-03  6.310e-03  7.498e+01  
3.020e-03  6.310e-03  8.015e+01  
3.311e-03  6.310e-03  8.547e+01  
3.631e-03  6.310e-03  9.089e+01  
3.981e-03  6.310e-03  9.637e+01  
4.365e-03  6.310e-03  1.018e+02  
4.786e-03  6.310e-03  1.072e+02  
5.248e-03  6.310e-03  1.124e+02  
5.754e-03  6.310e-03  1.174e+02  
6.310e-03  6.310e-03  1.219e+02  
6.918e-03  6.310e-03  1.259e+02  
7.586e-03  6.310e-03  1.293e+02  
8.318e-03  6.310e-03  1.319e+02  
9.120e-03  6.310e-03  1.335e+02  
1.000e-02  6.310e-03  1.341e+02  
1.096e-02  6.310e-03  1.334e+02  
1.202e-02  6.310e-03  1.314e+02  
1.318e-02  6.310e-03  1.279e+02  
1.445e-02  6.310e-03  1.230e+02  
1.585e-02  6.310e-03  1.166e+02  
1.738e-02  6.310e-03  1.089e+02  
1.905e-02  6.310e-03  9.986e+01  
2.089e-02  6.310e-03  8.985e+01  
2.291e-02  6.310e-03  7.910e+01  
2.512e-02  6.310e-03  6.796e+01  
2.754e-02  6.310e-03  5.684e+01  
3.020e-02  6.310e-03  4.611e+01  
3.311e-02  6.310e-03  3.616e+01  
3.631e-02  6.310e-03  2.730e+01  
3.981e-02  6.310e-03  1.976e+01  
4.365e-02  6.310e-03  1.364e+01  
4.786e-02  6.310e-03  8.935e+00  
5.248e-02  6.310e-03  5.521e+00  
5.754e-02  6.310e-03  3.197e+00  
6.310e-02  6.310e-03  1.723e+00  
6.918e-02  6.310e-03  8.569e-01  
7.586e-02  6.310e-03  3.902e-01  
8.318e-02  6.310e-03  1.612e-01  
9.120e-02  6.310e-03  5.978e-02  
1.000e-01  6.310e-03  1.968e-02  
1.096e-01  6.310e-03  5.687e-03  
1.202e-01  6.310e-03  1.426e-03  
1.318e-01  6.310e-03  3.087e-04  
1.445e-01  6.310e-03  6.003e-05  
1.585e-01  6.310e-03  1.039e-05  
1.738e-01  6.310e-03  1.247e-06  
1.905e-01  6.310e-03  1.186e-07  
2.089e-01  6.310e-03  8.748e-09  
2.291e-01  6.310e-03  4.878e-10  
2.512e-01  6.310e-03  2.001e-11  
2.754e-01  6.310e-03  5.862e-13  
3.020e-01  6.310e-03  1.187e-14  
3.311e-01  6.310e-03  1.602e-16  
3.631e-01  6.310e-03  1.386e-18  
3.981e-01  6.310e-03  7.367e-21  
4.365e-01  6.310e-03  2.293e-23  
4.786e-01  6.310e-03  3.969e-26  
5.248e-01  6.310e-03  3.611e-29  
5.754e-01  6.310e-03  1.622e-32  
6.310e-01  6.310e-03  3.362e-36  
6.918e-01  6.310e-03  2.983e-40  
7.586e-01  6.310e-03  1.044e-44  
8.318e-01  6.310e-03  1.316e-49  
9.120e-01  6.310e-03  5.423e-55  
1.000e+00  6.310e-03  6.553e-61  
1.000e-04  6.918e-03  3.863e+00  
1.096e-04  6.918e-03  4.234e+00  
1.202e-04  6.918e-03  4.639e+00  
1.318e-04  6.918e-03  5.082e+00  
1.445e-04  6.918e-03  5.568e+00  
1.585e-04  6.918e-03  6.099e+00  
1.738e-04  6.918e-03  6.679e+00  
1.905e-04  6.918e-03  7.313e+00  
2.089e-04  6.918e-03  8.007e+00  
2.291e-04  6.918e-03  8.764e+00  
2.512e-04  6.918e-03  9.592e+00  
2.754e-04  6.918e-03  1.049e+01  
3.020e-04  6.918e-03  1.148e+01  
3.311e-04  6.918e-03  1.256e+01  
3.631e-04  6.918e-03  1.373e+01  
3.981e-04  6.918e-03  1.500e+01  
4.365e-04  6.918e-03  1.639e+01  
4.786e-04  6.918e-03  1.791e+01  
5.248e-04  6.918e-03  1.955e+01  
5.754e-04  6.918e-03  2.134e+01  
6.310e-04  6.918e-03  2.328e+01  
6.918e-04  6.918e-03  2.539e+01  
7.586e-04  6.918e-03  2.767e+01  
8.318e-04  6.918e-03  3.014e+01  
9.120e-04  6.918e-03  3.281e+01  
1.000e-03  6.918e-03  3.570e+01  
1.096e-03  6.918e-03  3.881e+01  
1.202e-03  6.918e-03  4.215e+01  
1.318e-03  6.918e-03  4.575e+01  
1.445e-03  6.918e-03  4.961e+01  
1.585e-03  6.918e-03  5.374e+01  
1.738e-03  6.918e-03  5.814e+01  
1.905e-03  6.918e-03  6.283e+01  
2.089e-03  6.918e-03  6.780e+01  
2.291e-03  6.918e-03  7.305e+01  
2.512e-03  6.918e-03  7.858e+01  
2.754e-03  6.918e-03  8.438e+01  
3.020e-03  6.918e-03  9.041e+01  
3.311e-03  6.918e-03  9.667e+01  
3.631e-03  6.918e-03  1.031e+02  
3.981e-03  6.918e-03  1.097e+02  
4.365e-03  6.918e-03  1.163e+02  
4.786e-03  6.918e-03  1.229e+02  
5.248e-03  6.918e-03  1.294e+02  
5.754e-03  6.918e-03  1.357e+02  
6.310e-03  6.918e-03  1.417e+02  
6.918e-03  6.918e-03  1.472e+02  
7.586e-03  6.918e-03  1.522e+02  
8.318e-03  6.918e-03  1.563e+02  
9.120e-03  6.918e-03  1.594e+02  
1.000e-02  6.918e-03  1.615e+02  
1.096e-02  6.918e-03  1.622e+02  
1.202e-02  6.918e-03  1.614e+02  
1.318e-02  6.918e-03  1.590e+02  
1.445e-02  6.918e-03  1.549e+02  
1.585e-02  6.918e-03  1.490e+02  
1.738e-02  6.918e-03  1.414e+02  
1.905e-02  6.918e-03  1.320e+02  
2.089e-02  6.918e-03  1.212e+02  
2.291e-02  6.918e-03  1.091e+02  
2.512e-02  6.918e-03  9.611e+01  
2.754e-02  6.918e-03  8.263e+01  
3.020e-02  6.918e-03  6.915e+01  
3.311e-02  6.918e-03  5.614e+01  
3.631e-02  6.918e-03  4.405e+01  
3.981e-02  6.918e-03  3.328e+01  
4.365e-02  6.918e-03  2.411e+01  
4.786e-02  6.918e-03  1.666e+01  
5.248e-02  6.918e-03  1.092e+01  
5.754e-02  6.918e-03  6.750e+00  
6.310e-02  6.918e-03  3.912e+00  
6.918e-02  6.918e-03  2.109e+00  
7.586e-02  6.918e-03  1.050e+00  
8.318e-02  6.918e-03  4.783e-01  
9.120e-02  6.918e-03  1.978e-01  
1.000e-01  6.918e-03  7.339e-02  
1.096e-01  6.918e-03  2.418e-02  
1.202e-01  6.918e-03  6.990e-03  
1.318e-01  6.918e-03  1.754e-03  
1.445e-01  6.918e-03  3.799e-04  
1.585e-01  6.918e-03  7.393e-05  
1.738e-01  6.918e-03  1.284e-05  
1.905e-01  6.918e-03  1.541e-06  
2.089e-01  6.918e-03  1.467e-07  
2.291e-01  6.918e-03  1.082e-08  
2.512e-01  6.918e-03  6.036e-10  
2.754e-01  6.918e-03  2.477e-11  
3.020e-01  6.918e-03  7.259e-13  
3.311e-01  6.918e-03  1.470e-14  
3.631e-01  6.918e-03  1.985e-16  
3.981e-01  6.918e-03  1.718e-18  
4.365e-01  6.918e-03  9.134e-21  
4.786e-01  6.918e-03  2.843e-23  
5.248e-01  6.918e-03  4.924e-26  
5.754e-01  6.918e-03  4.480e-29  
6.310e-01  6.918e-03  2.013e-32  
6.918e-01  6.918e-03  4.173e-36  
7.586e-01  6.918e-03  3.703e-40  
8.318e-01  6.918e-03  1.296e-44  
9.120e-01  6.918e-03  1.634e-49  
1.000e+00  6.918e-03  6.735e-55  
1.000e-04  7.586e-03  4.246e+00  
1.096e-04  7.586e-03  4.653e+00  
1.202e-04  7.586e-03  5.099e+00  
1.318e-04  7.586e-03  5.586e+00  
1.445e-04  7.586e-03  6.120e+00  
1.585e-04  7.586e-03  6.704e+00  
1.738e-04  7.586e-03  7.343e+00  
1.905e-04  7.586e-03  8.042e+00  
2.089e-04  7.586e-03  8.806e+00  
2.291e-04  7.586e-03  9.640e+00  
2.512e-04  7.586e-03  1.055e+01  
2.754e-04  7.586e-03  1.155e+01  
3.020e-04  7.586e-03  1.263e+01  
3.311e-04  7.586e-03  1.382e+01  
3.631e-04  7.586e-03  1.511e+01  
3.981e-04  7.586e-03  1.652e+01  
4.365e-04  7.586e-03  1.806e+01  
4.786e-04  7.586e-03  1.974e+01  
5.248e-04  7.586e-03  2.156e+01  
5.754e-04  7.586e-03  2.354e+01  
6.310e-04  7.586e-03  2.569e+01  
6.918e-04  7.586e-03  2.803e+01  
7.586e-04  7.586e-03  3.056e+01  
8.318e-04  7.586e-03  3.331e+01  
9.120e-04  7.586e-03  3.629e+01  
1.000e-03  7.586e-03  3.951e+01  
1.096e-03  7.586e-03  4.299e+01  
1.202e-03  7.586e-03  4.673e+01  
1.318e-03  7.586e-03  5.077e+01  
1.445e-03  7.586e-03  5.511e+01  
1.585e-03  7.586e-03  5.976e+01  
1.738e-03  7.586e-03  6.474e+01  
1.905e-03  7.586e-03  7.005e+01  
2.089e-03  7.586e-03  7.570e+01  
2.291e-03  7.586e-03  8.170e+01  
2.512e-03  7.586e-03  8.805e+01  
2.754e-03  7.586e-03  9.472e+01  
3.020e-03  7.586e-03  1.017e+02  
3.311e-03  7.586e-03  1.090e+02  
3.631e-03  7.586e-03  1.166e+02  
3.981e-03  7.586e-03  1.243e+02  
4.365e-03  7.586e-03  1.323e+02  
4.786e-03  7.586e-03  1.403e+02  
5.248e-03  7.586e-03  1.483e+02  
5.754e-03  7.586e-03  1.562e+02  
6.310e-03  7.586e-03  1.638e+02  
6.918e-03  7.586e-03  1.711e+02  
7.586e-03  7.586e-03  1.778e+02  
8.318e-03  7.586e-03  1.838e+02  
9.120e-03  7.586e-03  1.888e+02  
1.000e-02  7.586e-03  1.926e+02  
1.096e-02  7.586e-03  1.951e+02  
1.202e-02  7.586e-03  1.961e+02  
1.318e-02  7.586e-03  1.952e+02  
1.445e-02  7.586e-03  1.924e+02  
1.585e-02  7.586e-03  1.875e+02  
1.738e-02  7.586e-03  1.804e+02  
1.905e-02  7.586e-03  1.712e+02  
2.089e-02  7.586e-03  1.600e+02  
2.291e-02  7.586e-03  1.470e+02  
2.512e-02  7.586e-03  1.324e+02  
2.754e-02  7.586e-03  1.167e+02  
3.020e-02  7.586e-03  1.004e+02  
3.311e-02  7.586e-03  8.403e+01  
3.631e-02  7.586e-03  6.826e+01  
3.981e-02  7.586e-03  5.360e+01  
4.365e-02  7.586e-03  4.052e+01  
4.786e-02  7.586e-03  2.937e+01  
5.248e-02  7.586e-03  2.031e+01  
5.754e-02  7.586e-03  1.332e+01  
6.310e-02  7.586e-03  8.241e+00  
6.918e-02  7.586e-03  4.779e+00  
7.586e-02  7.586e-03  2.579e+00  
8.318e-02  7.586e-03  1.284e+00  
9.120e-02  7.586e-03  5.856e-01  
1.000e-01  7.586e-03  2.423e-01  
1.096e-01  7.586e-03  8.996e-02  
1.202e-01  7.586e-03  2.965e-02  
1.318e-01  7.586e-03  8.578e-03  
1.445e-01  7.586e-03  2.154e-03  
1.585e-01  7.586e-03  4.668e-04  
1.738e-01  7.586e-03  9.092e-05  
1.905e-01  7.586e-03  1.583e-05  
2.089e-01  7.586e-03  1.902e-06  
2.291e-01  7.586e-03  1.811e-07  
2.512e-01  7.586e-03  1.337e-08  
2.754e-01  7.586e-03  7.458e-10  
3.020e-01  7.586e-03  3.062e-11  
3.311e-01  7.586e-03  8.977e-13  
3.631e-01  7.586e-03  1.818e-14  
3.981e-01  7.586e-03  2.456e-16  
4.365e-01  7.586e-03  2.127e-18  
4.786e-01  7.586e-03  1.131e-20  
5.248e-01  7.586e-03  3.522e-23  
5.754e-01  7.586e-03  6.099e-26  
6.310e-01  7.586e-03  5.551e-29  
6.918e-01  7.586e-03  2.495e-32  
7.586e-01  7.586e-03  5.173e-36  
8.318e-01  7.586e-03  4.591e-40  
9.120e-01  7.586e-03  1.607e-44  
1.000e+00  7.586e-03  2.027e-49  
1.000e-04  8.318e-03  4.665e+00  
1.096e-04  8.318e-03  5.113e+00  
1.202e-04  8.318e-03  5.603e+00  
1.318e-04  8.318e-03  6.139e+00  
1.445e-04  8.318e-03  6.726e+00  
1.585e-04  8.318e-03  7.369e+00  
1.738e-04  8.318e-03  8.072e+00  
1.905e-04  8.318e-03  8.841e+00  
2.089e-04  8.318e-03  9.681e+00  
2.291e-04  8.318e-03  1.060e+01  
2.512e-04  8.318e-03  1.160e+01  
2.754e-04  8.318e-03  1.270e+01  
3.020e-04  8.318e-03  1.390e+01  
3.311e-04  8.318e-03  1.521e+01  
3.631e-04  8.318e-03  1.664e+01  
3.981e-04  8.318e-03  1.819e+01  
4.365e-04  8.318e-03  1.989e+01  
4.786e-04  8.318e-03  2.174e+01  
5.248e-04  8.318e-03  2.376e+01  
5.754e-04  8.318e-03  2.595e+01  
6.310e-04  8.318e-03  2.833e+01  
6.918e-04  8.318e-03  3.093e+01  
7.586e-04  8.318e-03  3.374e+01  
8.318e-04  8.318e-03  3.680e+01  
9.120e-04  8.318e-03  4.011e+01  
1.000e-03  8.318e-03  4.369e+01  
1.096e-03  8.318e-03  4.757e+01  
1.202e-03  8.318e-03  5.176e+01  
1.318e-03  8.318e-03  5.628e+01  
1.445e-03  8.318e-03  6.114e+01  
1.585e-03  8.318e-03  6.637e+01  
1.738e-03  8.318e-03  7.198e+01  
1.905e-03  8.318e-03  7.798e+01  
2.089e-03  8.318e-03  8.439e+01  
2.291e-03  8.318e-03  9.121e+01  
2.512e-03  8.318e-03  9.845e+01  
2.754e-03  8.318e-03  1.061e+02  
3.020e-03  8.318e-03  1.142e+02  
3.311e-03  8.318e-03  1.226e+02  
3.631e-03  8.318e-03  1.314e+02  
3.981e-03  8.318e-03  1.405e+02  
4.365e-03  8.318e-03  1.499e+02  
4.786e-03  8.318e-03  1.595e+02  
5.248e-03  8.318e-03  1.692e+02  
5.754e-03  8.318e-03  1.789e+02  
6.310e-03  8.318e-03  1.884e+02  
6.918e-03  8.318e-03  1.977e+02  
7.586e-03  8.318e-03  2.065e+02  
8.318e-03  8.318e-03  2.146e+02  
9.120e-03  8.318e-03  2.218e+02  
1.000e-02  8.318e-03  2.280e+02  
1.096e-02  8.318e-03  2.327e+02  
1.202e-02  8.318e-03  2.358e+02  
1.318e-02  8.318e-03  2.369e+02  
1.445e-02  8.318e-03  2.360e+02  
1.585e-02  8.318e-03  2.326e+02  
1.738e-02  8.318e-03  2.268e+02  
1.905e-02  8.318e-03  2.183e+02  
2.089e-02  8.318e-03  2.073e+02  
2.291e-02  8.318e-03  1.938e+02  
2.512e-02  8.318e-03  1.780e+02  
2.754e-02  8.318e-03  1.604e+02  
3.020e-02  8.318e-03  1.415e+02  
3.311e-02  8.318e-03  1.218e+02  
3.631e-02  8.318e-03  1.020e+02  
3.981e-02  8.318e-03  8.292e+01  
4.365e-02  8.318e-03  6.515e+01  
4.786e-02  8.318e-03  4.929e+01  
5.248e-02  8.318e-03  3.575e+01  
5.754e-02  8.318e-03  2.473e+01  
6.310e-02  8.318e-03  1.623e+01  
6.918e-02  8.318e-03  1.005e+01  
7.586e-02  8.318e-03  5.832e+00  
8.318e-02  8.318e-03  3.149e+00  
9.120e-02  8.318e-03  1.569e+00  
1.000e-01  8.318e-03  7.159e-01  
1.096e-01  8.318e-03  2.964e-01  
1.202e-01  8.318e-03  1.101e-01  
1.318e-01  8.318e-03  3.632e-02  
1.445e-01  8.318e-03  1.051e-02  
1.585e-01  8.318e-03  2.641e-03  
1.738e-01  8.318e-03  5.727e-04  
1.905e-01  8.318e-03  1.117e-04  
2.089e-01  8.318e-03  1.950e-05  
2.291e-01  8.318e-03  2.343e-06  
2.512e-01  8.318e-03  2.233e-07  
2.754e-01  8.318e-03  1.648e-08  
3.020e-01  8.318e-03  9.201e-10  
3.311e-01  8.318e-03  3.780e-11  
3.631e-01  8.318e-03  1.108e-12  
3.981e-01  8.318e-03  2.246e-14  
4.365e-01  8.318e-03  3.035e-16  
4.786e-01  8.318e-03  2.629e-18  
5.248e-01  8.318e-03  1.398e-20  
5.754e-01  8.318e-03  4.356e-23  
6.310e-01  8.318e-03  7.546e-26  
6.918e-01  8.318e-03  6.870e-29  
7.586e-01  8.318e-03  3.088e-32  
8.318e-01  8.318e-03  6.404e-36  
9.120e-01  8.318e-03  5.685e-40  
1.000e+00  8.318e-03  1.990e-44  
1.000e-04  9.120e-03  5.125e+00  
1.096e-04  9.120e-03  5.617e+00  
1.202e-04  9.120e-03  6.155e+00  
1.318e-04  9.120e-03  6.745e+00  
1.445e-04  9.120e-03  7.391e+00  
1.585e-04  9.120e-03  8.098e+00  
1.738e-04  9.120e-03  8.871e+00  
1.905e-04  9.120e-03  9.717e+00  
2.089e-04  9.120e-03  1.064e+01  
2.291e-04  9.120e-03  1.165e+01  
2.512e-04  9.120e-03  1.276e+01  
2.754e-04  9.120e-03  1.397e+01  
3.020e-04  9.120e-03  1.529e+01  
3.311e-04  9.120e-03  1.673e+01  
3.631e-04  9.120e-03  1.831e+01  
3.981e-04  9.120e-03  2.002e+01  
4.365e-04  9.120e-03  2.190e+01  
4.786e-04  9.120e-03  2.394e+01  
5.248e-04  9.120e-03  2.617e+01  
5.754e-04  9.120e-03  2.859e+01  
6.310e-04  9.120e-03  3.123e+01  
6.918e-04  9.120e-03  3.411e+01  
7.586e-04  9.120e-03  3.723e+01  
8.318e-04  9.120e-03  4.062e+01  
9.120e-04  9.120e-03  4.430e+01  
1.000e-03  9.120e-03  4.828e+01  
1.096e-03  9.120e-03  5.260e+01  
1.202e-03  9.120e-03  5.728e+01  
1.318e-03  9.120e-03  6.232e+01  
1.445e-03  9.120e-03  6.777e+01  
1.585e-03  9.120e-03  7.363e+01  
1.738e-03  9.120e-03  7.993e+01  
1.905e-03  9.120e-03  8.670e+01  
2.089e-03  9.120e-03  9.393e+01  
2.291e-03  9.120e-03  1.017e+02  
2.512e-03  9.120e-03  1.099e+02  
2.754e-03  9.120e-03  1.186e+02  
3.020e-03  9.120e-03  1.278e+02  
3.311e-03  9.120e-03  1.376e+02  
3.631e-03  9.120e-03  1.477e+02  
3.981e-03  9.120e-03  1.584e+02  
4.365e-03  9.120e-03  1.694e+02  
4.786e-03  9.120e-03  1.807e+02  
5.248e-03  9.120e-03  1.923e+02  
5.754e-03  9.120e-03  2.040e+02  
6.310e-03  9.120e-03  2.157e+02  
6.918e-03  9.120e-03  2.272e+02  
7.586e-03  9.120e-03  2.384e+02  
8.318e-03  9.120e-03  2.491e+02  
9.120e-03  9.120e-03  2.590e+02  
1.000e-02  9.120e-03  2.677e+02  
1.096e-02  9.120e-03  2.752e+02  
1.202e-02  9.120e-03  2.809e+02  
1.318e-02  9.120e-03  2.847e+02  
1.445e-02  9.120e-03  2.862e+02  
1.585e-02  9.120e-03  2.851e+02  
1.738e-02  9.120e-03  2.811e+02  
1.905e-02  9.120e-03  2.742e+02  
2.089e-02  9.120e-03  2.640e+02  
2.291e-02  9.120e-03  2.508e+02  
2.512e-02  9.120e-03  2.345e+02  
2.754e-02  9.120e-03  2.156e+02  
3.020e-02  9.120e-03  1.943e+02  
3.311e-02  9.120e-03  1.715e+02  
3.631e-02  9.120e-03  1.476e+02  
3.981e-02  9.120e-03  1.238e+02  
4.365e-02  9.120e-03  1.006e+02  
4.786e-02  9.120e-03  7.912e+01  
5.248e-02  9.120e-03  5.989e+01  
5.754e-02  9.120e-03  4.346e+01  
6.310e-02  9.120e-03  3.008e+01  
6.918e-02  9.120e-03  1.976e+01  
7.586e-02  9.120e-03  1.224e+01  
8.318e-02  9.120e-03  7.106e+00  
9.120e-02  9.120e-03  3.839e+00  
1.000e-01  9.120e-03  1.915e+00  
1.096e-01  9.120e-03  8.741e-01  
1.202e-01  9.120e-03  3.620e-01  
1.318e-01  9.120e-03  1.346e-01  
1.445e-01  9.120e-03  4.442e-02  
1.585e-01  9.120e-03  1.287e-02  
1.738e-01  9.120e-03  3.233e-03  
1.905e-01  9.120e-03  7.017e-04  
2.089e-01  9.120e-03  1.369e-04  
2.291e-01  9.120e-03  2.397e-05  
2.512e-01  9.120e-03  2.883e-06  
2.754e-01  9.120e-03  2.748e-07  
3.020e-01  9.120e-03  2.030e-08  
3.311e-01  9.120e-03  1.133e-09  
3.631e-01  9.120e-03  4.659e-11  
3.981e-01  9.120e-03  1.367e-12  
4.365e-01  9.120e-03  2.771e-14  
4.786e-01  9.120e-03  3.745e-16  
5.248e-01  9.120e-03  3.246e-18  
5.754e-01  9.120e-03  1.727e-20  
6.310e-01  9.120e-03  5.380e-23  
6.918e-01  9.120e-03  9.324e-26  
7.586e-01  9.120e-03  8.491e-29  
8.318e-01  9.120e-03  3.818e-32  
9.120e-01  9.120e-03  7.920e-36  
1.000e+00  9.120e-03  7.032e-40  
1.000e-04  1.000e-02  5.630e+00  
1.096e-04  1.000e-02  6.170e+00  
1.202e-04  1.000e-02  6.762e+00  
1.318e-04  1.000e-02  7.411e+00  
1.445e-04  1.000e-02  8.121e+00  
1.585e-04  1.000e-02  8.898e+00  
1.738e-04  1.000e-02  9.748e+00  
1.905e-04  1.000e-02  1.068e+01  
2.089e-04  1.000e-02  1.170e+01  
2.291e-04  1.000e-02  1.281e+01  
2.512e-04  1.000e-02  1.403e+01  
2.754e-04  1.000e-02  1.536e+01  
3.020e-04  1.000e-02  1.681e+01  
3.311e-04  1.000e-02  1.840e+01  
3.631e-04  1.000e-02  2.014e+01  
